order_date,order_id,customer_id,customer,segment,channel,product_id,product,category,quantity,unit_price,discount_pct,line_total,returned
2025-09-28,1587,470,Ezra Tan,Champion,Social,19,Cutting Board,Home,1,53.71,5,51.02,0
2025-09-28,1588,540,Hugo Sullivan,Regular,Referral,36,Puzzle 500pc,Toys,2,44.86,15,76.26,0
2025-09-28,1589,545,Jamie Osei,Regular,Paid Search,35,Building Blocks,Toys,1,32.84,0,32.84,0
2025-09-28,1589,545,Jamie Osei,Regular,Paid Search,25,Sheet Mask,Beauty,1,8.59,0,8.59,0
2025-09-28,1589,545,Jamie Osei,Regular,Paid Search,25,Sheet Mask,Beauty,1,8.59,0,8.59,0
2025-09-28,1590,550,Cole Ibarra,Champion,Organic,27,Hand Cream,Beauty,2,18.43,10,33.17,0
2025-09-28,1590,550,Cole Ibarra,Champion,Organic,12,Bluetooth Speaker,Electronics,1,98.02,20,78.42,0
2025-09-28,1590,550,Cole Ibarra,Champion,Organic,6,Beanie,Apparel,1,30.7,25,23.03,0
2025-09-28,1591,601,Owen Carter,Loyal,Social,1,Crew Tee,Apparel,1,53.87,10,48.48,0
2025-09-28,1592,605,Jamie Carter,Loyal,Direct,35,Building Blocks,Toys,1,32.84,0,32.84,0
2025-09-28,1592,605,Jamie Carter,Loyal,Direct,20,Towel Set,Home,1,19.75,0,19.75,0
2025-09-28,1593,607,Taylor Marsh,Regular,Paid Search,35,Building Blocks,Toys,1,32.84,0,32.84,0
2025-09-28,1594,709,Ezra Mendez,Loyal,Referral,20,Towel Set,Home,1,19.75,0,19.75,0
2025-09-28,1595,711,Morgan Novak,Loyal,Direct,32,Foam Roller,Sports,1,65.98,0,65.98,0
2025-09-28,1596,857,Noel Osei,Champion,Referral,36,Puzzle 500pc,Toys,2,44.86,0,89.72,1
2025-09-28,1596,857,Noel Osei,Champion,Referral,33,Jump Rope,Sports,1,33.41,5,31.74,0
2025-09-28,1597,863,Jamie Costa,New,Email,29,Yoga Mat,Sports,1,24.63,0,24.63,0
2025-09-28,1597,863,Jamie Costa,New,Email,33,Jump Rope,Sports,1,33.41,0,33.41,0
2025-09-28,1597,863,Jamie Costa,New,Email,7,Rain Shell,Apparel,1,23.29,0,23.29,0
2025-09-28,1598,919,Quinn Ibarra,Regular,Referral,22,Scented Candle,Home,1,18.98,0,18.98,0
2025-09-28,1598,919,Quinn Ibarra,Regular,Referral,12,Bluetooth Speaker,Electronics,1,98.02,0,98.02,0
2025-09-28,1598,919,Quinn Ibarra,Regular,Referral,9,Wireless Earbuds,Electronics,3,94.29,0,282.87,0
2025-09-28,1599,945,Jamie Novak,Champion,Email,20,Towel Set,Home,1,19.75,0,19.75,0
2025-09-28,1599,945,Jamie Novak,Champion,Email,27,Hand Cream,Beauty,1,18.43,5,17.51,0
2025-09-28,1600,952,Mateo Romano,At-Risk,Email,29,Yoga Mat,Sports,3,24.63,0,73.89,0
2025-09-28,1600,952,Mateo Romano,At-Risk,Email,40,Art Kit,Toys,1,53.64,0,53.64,0
2025-09-29,1601,40,Owen Fischer,Regular,Direct,7,Rain Shell,Apparel,3,23.29,0,69.87,0
2025-09-29,1601,40,Owen Fischer,Regular,Direct,16,Throw Pillow,Home,1,19.11,0,19.11,0
2025-09-29,1602,114,Avery Marsh,Loyal,Social,3,Denim Jacket,Apparel,1,65.95,5,62.65,0
2025-09-29,1602,114,Avery Marsh,Loyal,Social,18,LED Lamp,Home,2,50.85,0,101.7,0
2025-09-29,1602,114,Avery Marsh,Loyal,Social,16,Throw Pillow,Home,1,19.11,0,19.11,0
2025-09-29,1602,114,Avery Marsh,Loyal,Social,32,Foam Roller,Sports,2,65.98,10,118.76,0
2025-09-29,1603,141,Maya Romano,Loyal,Organic,25,Sheet Mask,Beauty,2,8.59,5,16.32,0
2025-09-29,1603,141,Maya Romano,Loyal,Organic,19,Cutting Board,Home,1,53.71,10,48.34,0
2025-09-29,1604,191,Tessa Ibarra,Loyal,Paid Search,24,Lip Balm,Beauty,1,36.1,0,36.1,0
2025-09-29,1604,191,Tessa Ibarra,Loyal,Paid Search,36,Puzzle 500pc,Toys,1,44.86,0,44.86,0
2025-09-29,1605,210,Nora Ibarra,New,Social,31,Resistance Bands,Sports,1,65.69,25,49.27,0
2025-09-29,1605,210,Nora Ibarra,New,Social,17,Ceramic Mug,Home,2,54.95,20,87.92,0
2025-09-29,1605,210,Nora Ibarra,New,Social,25,Sheet Mask,Beauty,1,8.59,10,7.73,0
2025-09-29,1605,210,Nora Ibarra,New,Social,10,USB-C Cable,Electronics,2,117.18,15,199.21,0
2025-09-29,1606,242,Sasha Hassan,Loyal,Paid Search,10,USB-C Cable,Electronics,2,117.18,0,234.36,0
2025-09-29,1606,242,Sasha Hassan,Loyal,Paid Search,35,Building Blocks,Toys,1,32.84,0,32.84,0
2025-09-29,1606,242,Sasha Hassan,Loyal,Paid Search,1,Crew Tee,Apparel,1,53.87,0,53.87,0
2025-09-29,1607,318,Morgan Flynn,At-Risk,Paid Search,32,Foam Roller,Sports,1,65.98,0,65.98,0
2025-09-29,1607,318,Morgan Flynn,At-Risk,Paid Search,29,Yoga Mat,Sports,2,24.63,0,49.26,1
2025-09-29,1608,334,Tessa Park,Loyal,Organic,21,Storage Bin,Home,1,28.6,0,28.6,0
2025-09-29,1609,361,Cole Flynn,Loyal,Email,26,Shampoo Bar,Beauty,2,33.06,5,62.81,0
2025-09-29,1610,424,Riley Marsh,New,Paid Search,9,Wireless Earbuds,Electronics,1,94.29,10,84.86,0
2025-09-29,1610,424,Riley Marsh,New,Paid Search,17,Ceramic Mug,Home,1,54.95,25,41.21,0
2025-09-29,1611,477,Wren Romano,Loyal,Organic,1,Crew Tee,Apparel,1,53.87,10,48.48,0
2025-09-29,1612,536,Hugo Tan,At-Risk,Direct,24,Lip Balm,Beauty,1,36.1,20,28.88,0
2025-09-29,1613,550,Cole Ibarra,Champion,Organic,36,Puzzle 500pc,Toys,3,44.86,5,127.85,0
2025-09-29,1613,550,Cole Ibarra,Champion,Organic,24,Lip Balm,Beauty,1,36.1,0,36.1,1
2025-09-29,1614,579,Lila Novak,Regular,Social,12,Bluetooth Speaker,Electronics,1,98.02,0,98.02,0
2025-09-29,1615,659,Kai Nguyen,New,Referral,29,Yoga Mat,Sports,1,24.63,0,24.63,0
2025-09-29,1616,667,Maya Petrov,Champion,Paid Search,25,Sheet Mask,Beauty,1,8.59,5,8.16,0
2025-09-29,1616,667,Maya Petrov,Champion,Paid Search,13,Webcam,Electronics,1,64,10,57.6,1
2025-09-29,1616,667,Maya Petrov,Champion,Paid Search,20,Towel Set,Home,1,19.75,0,19.75,0
2025-09-29,1617,683,Owen Patel,Loyal,Email,40,Art Kit,Toys,2,53.64,0,107.28,0
2025-09-29,1617,683,Owen Patel,Loyal,Email,2,Hoodie,Apparel,1,19.91,0,19.91,1
2025-09-29,1617,683,Owen Patel,Loyal,Email,3,Denim Jacket,Apparel,1,65.95,10,59.36,0
2025-09-29,1617,683,Owen Patel,Loyal,Email,32,Foam Roller,Sports,1,65.98,10,59.38,0
2025-09-29,1618,743,Riley Ahmed,Regular,Organic,10,USB-C Cable,Electronics,1,117.18,0,117.18,0
2025-09-29,1618,743,Riley Ahmed,Regular,Organic,18,LED Lamp,Home,2,50.85,0,101.7,0
2025-09-29,1618,743,Riley Ahmed,Regular,Organic,18,LED Lamp,Home,2,50.85,0,101.7,0
2025-09-29,1619,755,Mateo Mendez,Regular,Referral,37,Plush Bear,Toys,1,15.95,0,15.95,0
2025-09-29,1619,755,Mateo Mendez,Regular,Referral,4,Joggers,Apparel,1,42.18,0,42.18,0
2025-09-29,1619,755,Mateo Mendez,Regular,Referral,22,Scented Candle,Home,3,18.98,0,56.94,0
2025-09-29,1620,804,Leo Costa,Regular,Direct,20,Towel Set,Home,1,19.75,0,19.75,0
2025-09-29,1620,804,Leo Costa,Regular,Direct,16,Throw Pillow,Home,1,19.11,0,19.11,0
2025-09-29,1620,804,Leo Costa,Regular,Direct,21,Storage Bin,Home,1,28.6,0,28.6,0
2025-09-29,1621,839,Riley Khan,Loyal,Email,27,Hand Cream,Beauty,1,18.43,10,16.59,0
2025-09-29,1622,852,Sasha Ahmed,Champion,Referral,13,Webcam,Electronics,3,64,10,172.8,0
2025-09-29,1622,852,Sasha Ahmed,Champion,Referral,29,Yoga Mat,Sports,1,24.63,0,24.63,0
2025-09-29,1623,887,Cole Patel,Regular,Organic,9,Wireless Earbuds,Electronics,3,94.29,0,282.87,1
2025-09-29,1624,893,Kai Sullivan,Loyal,Organic,17,Ceramic Mug,Home,2,54.95,20,87.92,0
2025-09-29,1624,893,Kai Sullivan,Loyal,Organic,34,Running Belt,Sports,1,29.4,10,26.46,0
2025-09-30,1625,7,Wren Larsen,Loyal,Referral,40,Art Kit,Toys,1,53.64,5,50.96,0
2025-09-30,1626,12,Hugo Carter,Loyal,Paid Search,12,Bluetooth Speaker,Electronics,1,98.02,10,88.22,0
2025-09-30,1627,36,Iris Park,Champion,Organic,10,USB-C Cable,Electronics,1,117.18,10,105.46,0
2025-09-30,1628,42,Cole Reyes,Champion,Email,9,Wireless Earbuds,Electronics,1,94.29,5,89.58,0
2025-09-30,1628,42,Cole Reyes,Champion,Email,12,Bluetooth Speaker,Electronics,1,98.02,10,88.22,0
2025-09-30,1629,79,Kai Patel,Loyal,Direct,18,LED Lamp,Home,1,50.85,0,50.85,0
2025-09-30,1629,79,Kai Patel,Loyal,Direct,25,Sheet Mask,Beauty,1,8.59,5,8.16,0
2025-09-30,1630,151,Harper Patel,Loyal,Social,24,Lip Balm,Beauty,1,36.1,10,32.49,0
2025-09-30,1630,151,Harper Patel,Loyal,Social,36,Puzzle 500pc,Toys,1,44.86,0,44.86,0
2025-09-30,1631,218,Taylor Patel,Champion,Paid Search,16,Throw Pillow,Home,1,19.11,0,19.11,1
2025-09-30,1632,234,Kai Walsh,Loyal,Paid Search,18,LED Lamp,Home,3,50.85,5,144.92,0
2025-09-30,1633,271,Nora Bauer,Loyal,Email,34,Running Belt,Sports,1,29.4,0,29.4,0
2025-09-30,1633,271,Nora Bauer,Loyal,Email,27,Hand Cream,Beauty,3,18.43,5,52.53,0
2025-09-30,1634,284,Sasha Okafor,Regular,Social,1,Crew Tee,Apparel,1,53.87,0,53.87,0
2025-09-30,1634,284,Sasha Okafor,Regular,Social,29,Yoga Mat,Sports,1,24.63,0,24.63,0
2025-09-30,1634,284,Sasha Okafor,Regular,Social,35,Building Blocks,Toys,2,32.84,0,65.68,0
2025-09-30,1635,285,Jamie Sullivan,New,Referral,20,Towel Set,Home,1,19.75,0,19.75,0
2025-09-30,1636,312,Ivy Petrov,Regular,Direct,22,Scented Candle,Home,1,18.98,0,18.98,0
2025-09-30,1637,349,Avery Romano,Regular,Direct,14,Power Bank,Electronics,1,64.37,0,64.37,1
2025-09-30,1638,380,Quinn Bauer,Champion,Referral,33,Jump Rope,Sports,1,33.41,25,25.06,0
2025-09-30,1638,380,Quinn Bauer,Champion,Referral,25,Sheet Mask,Beauty,1,8.59,10,7.73,0
2025-09-30,1639,391,Leo Tan,Regular,Organic,30,Water Bottle,Sports,1,46.55,0,46.55,1
2025-09-30,1640,394,Kai Diaz,Champion,Email,19,Cutting Board,Home,1,53.71,10,48.34,0
2025-09-30,1641,422,Iris Mendez,Champion,Social,23,Vitamin C Serum,Beauty,2,32.33,10,58.19,0
2025-09-30,1641,422,Iris Mendez,Champion,Social,31,Resistance Bands,Sports,1,65.69,5,62.41,0
2025-09-30,1642,429,Jamie Okafor,Champion,Email,39,RC Car,Toys,1,33.63,5,31.95,0
2025-09-30,1643,436,Ivy Flynn,Champion,Organic,34,Running Belt,Sports,2,29.4,10,52.92,0
2025-09-30,1643,436,Ivy Flynn,Champion,Organic,31,Resistance Bands,Sports,2,65.69,5,124.81,0
2025-09-30,1644,470,Ezra Tan,Champion,Social,10,USB-C Cable,Electronics,1,117.18,10,105.46,0
2025-09-30,1645,511,Morgan Petrov,Regular,Direct,22,Scented Candle,Home,2,18.98,15,32.27,1
2025-09-30,1646,531,Wren Carter,Loyal,Direct,5,Socks 3-Pack,Apparel,3,65.81,0,197.43,0
2025-09-30,1646,531,Wren Carter,Loyal,Direct,9,Wireless Earbuds,Electronics,1,94.29,5,89.58,0
2025-09-30,1647,544,Taylor Park,Regular,Social,34,Running Belt,Sports,2,29.4,0,58.8,1
2025-09-30,1648,547,Harper Costa,Loyal,Email,19,Cutting Board,Home,2,53.71,0,107.42,0
2025-09-30,1648,547,Harper Costa,Loyal,Email,11,Phone Case,Electronics,1,22.01,0,22.01,0
2025-09-30,1649,672,Priya Petrov,Loyal,Organic,18,LED Lamp,Home,1,50.85,0,50.85,0
2025-09-30,1650,703,Avery Mendez,Loyal,Organic,10,USB-C Cable,Electronics,3,117.18,0,351.54,0
2025-09-30,1650,703,Avery Mendez,Loyal,Organic,21,Storage Bin,Home,1,28.6,0,28.6,0
2025-09-30,1651,731,Wren Reyes,Regular,Social,9,Wireless Earbuds,Electronics,1,94.29,10,84.86,0
2025-09-30,1652,803,Quinn Sullivan,Regular,Organic,24,Lip Balm,Beauty,1,36.1,0,36.1,0
2025-09-30,1653,906,Reese Carter,Loyal,Social,40,Art Kit,Toys,2,53.64,10,96.55,0
2025-09-30,1653,906,Reese Carter,Loyal,Social,20,Towel Set,Home,2,19.75,10,35.55,0
2025-09-30,1654,934,Taylor Kowalski,Regular,Direct,8,Chino Pants,Apparel,2,64.72,0,129.44,0
2025-09-30,1655,938,Mateo Bauer,At-Risk,Paid Search,3,Denim Jacket,Apparel,1,65.95,0,65.95,0
2025-09-30,1655,938,Mateo Bauer,At-Risk,Paid Search,38,Board Game,Toys,2,37.99,0,75.98,0
2025-09-30,1656,955,Taylor Yamada,Regular,Referral,23,Vitamin C Serum,Beauty,1,32.33,0,32.33,0
2025-09-30,1657,960,Wren Mendez,Champion,Social,4,Joggers,Apparel,1,42.18,0,42.18,0
2025-09-30,1657,960,Wren Mendez,Champion,Social,11,Phone Case,Electronics,1,22.01,0,22.01,0
2025-09-30,1657,960,Wren Mendez,Champion,Social,26,Shampoo Bar,Beauty,2,33.06,0,66.12,0
2025-10-01,1658,102,Priya Kowalski,Loyal,Referral,8,Chino Pants,Apparel,1,64.72,25,48.54,0
2025-10-01,1659,161,Quinn Kowalski,At-Risk,Social,39,RC Car,Toys,1,33.63,0,33.63,0
2025-10-01,1659,161,Quinn Kowalski,At-Risk,Social,23,Vitamin C Serum,Beauty,1,32.33,0,32.33,0
2025-10-01,1659,161,Quinn Kowalski,At-Risk,Social,36,Puzzle 500pc,Toys,2,44.86,0,89.72,0
2025-10-01,1659,161,Quinn Kowalski,At-Risk,Social,15,Smart Plug,Electronics,1,110.18,0,110.18,0
2025-10-01,1660,237,Devon Yamada,New,Email,9,Wireless Earbuds,Electronics,1,94.29,15,80.15,0
2025-10-01,1661,242,Sasha Hassan,Loyal,Paid Search,27,Hand Cream,Beauty,1,18.43,0,18.43,0
2025-10-01,1661,242,Sasha Hassan,Loyal,Paid Search,34,Running Belt,Sports,1,29.4,5,27.93,0
2025-10-01,1662,251,Tessa Ahmed,Regular,Social,5,Socks 3-Pack,Apparel,1,65.81,10,59.23,0
2025-10-01,1662,251,Tessa Ahmed,Regular,Social,36,Puzzle 500pc,Toys,1,44.86,10,40.37,0
2025-10-01,1663,264,Lila Novak,Regular,Social,26,Shampoo Bar,Beauty,2,33.06,0,66.12,0
2025-10-01,1663,264,Lila Novak,Regular,Social,37,Plush Bear,Toys,3,15.95,0,47.85,0
2025-10-01,1664,274,Drew Flynn,Loyal,Email,27,Hand Cream,Beauty,2,18.43,25,27.65,0
2025-10-01,1664,274,Drew Flynn,Loyal,Email,13,Webcam,Electronics,3,64,10,172.8,0
2025-10-01,1664,274,Drew Flynn,Loyal,Email,10,USB-C Cable,Electronics,2,117.18,25,175.77,0
2025-10-01,1664,274,Drew Flynn,Loyal,Email,19,Cutting Board,Home,1,53.71,15,45.65,0
2025-10-01,1665,326,Maya Hassan,Loyal,Email,38,Board Game,Toys,1,37.99,25,28.49,0
2025-10-01,1666,350,Ivy Walsh,Loyal,Paid Search,11,Phone Case,Electronics,2,22.01,0,44.02,0
2025-10-01,1667,380,Quinn Bauer,Champion,Referral,35,Building Blocks,Toys,2,32.84,0,65.68,0
2025-10-01,1668,409,Cole Osei,Loyal,Direct,20,Towel Set,Home,1,19.75,0,19.75,0
2025-10-01,1668,409,Cole Osei,Loyal,Direct,6,Beanie,Apparel,2,30.7,5,58.33,0
2025-10-01,1668,409,Cole Osei,Loyal,Direct,30,Water Bottle,Sports,1,46.55,0,46.55,0
2025-10-01,1668,409,Cole Osei,Loyal,Direct,16,Throw Pillow,Home,1,19.11,0,19.11,0
2025-10-01,1669,429,Jamie Okafor,Champion,Email,38,Board Game,Toys,3,37.99,25,85.48,0
2025-10-01,1669,429,Jamie Okafor,Champion,Email,35,Building Blocks,Toys,3,32.84,25,73.89,0
2025-10-01,1670,472,Noel Ibarra,Loyal,Direct,25,Sheet Mask,Beauty,1,8.59,0,8.59,0
2025-10-01,1671,492,Drew Petrov,Champion,Social,25,Sheet Mask,Beauty,1,8.59,0,8.59,0
2025-10-01,1671,492,Drew Petrov,Champion,Social,31,Resistance Bands,Sports,3,65.69,0,197.07,0
2025-10-01,1671,492,Drew Petrov,Champion,Social,22,Scented Candle,Home,1,18.98,0,18.98,0
2025-10-01,1671,492,Drew Petrov,Champion,Social,30,Water Bottle,Sports,1,46.55,5,44.22,0
2025-10-01,1672,494,Wren Fischer,Loyal,Email,34,Running Belt,Sports,1,29.4,0,29.4,0
2025-10-01,1673,516,Maya Cohen,Loyal,Email,18,LED Lamp,Home,1,50.85,25,38.14,0
2025-10-01,1673,516,Maya Cohen,Loyal,Email,36,Puzzle 500pc,Toys,1,44.86,15,38.13,0
2025-10-01,1673,516,Maya Cohen,Loyal,Email,1,Crew Tee,Apparel,2,53.87,15,91.58,0
2025-10-01,1673,516,Maya Cohen,Loyal,Email,40,Art Kit,Toys,1,53.64,10,48.28,0
2025-10-01,1674,551,Devon Fischer,Loyal,Social,27,Hand Cream,Beauty,1,18.43,10,16.59,0
2025-10-01,1675,569,Ivy Reyes,New,Paid Search,31,Resistance Bands,Sports,2,65.69,0,131.38,0
2025-10-01,1675,569,Ivy Reyes,New,Paid Search,38,Board Game,Toys,1,37.99,0,37.99,0
2025-10-01,1675,569,Ivy Reyes,New,Paid Search,34,Running Belt,Sports,1,29.4,0,29.4,0
2025-10-01,1675,569,Ivy Reyes,New,Paid Search,21,Storage Bin,Home,1,28.6,0,28.6,0
2025-10-01,1676,590,Leo Okafor,Champion,Direct,26,Shampoo Bar,Beauty,2,33.06,0,66.12,0
2025-10-01,1676,590,Leo Okafor,Champion,Direct,13,Webcam,Electronics,1,64,0,64,0
2025-10-01,1676,590,Leo Okafor,Champion,Direct,13,Webcam,Electronics,1,64,0,64,0
2025-10-01,1677,594,Jordan Ahmed,Regular,Organic,11,Phone Case,Electronics,1,22.01,0,22.01,0
2025-10-01,1677,594,Jordan Ahmed,Regular,Organic,13,Webcam,Electronics,1,64,0,64,0
2025-10-01,1678,600,Mateo Hassan,Loyal,Social,25,Sheet Mask,Beauty,1,8.59,0,8.59,0
2025-10-01,1679,652,Quinn Petrov,Loyal,Paid Search,25,Sheet Mask,Beauty,1,8.59,10,7.73,0
2025-10-01,1679,652,Quinn Petrov,Loyal,Paid Search,39,RC Car,Toys,1,33.63,0,33.63,0
2025-10-01,1679,652,Quinn Petrov,Loyal,Paid Search,20,Towel Set,Home,1,19.75,0,19.75,0
2025-10-01,1680,660,Jordan Romano,Loyal,Email,34,Running Belt,Sports,3,29.4,10,79.38,0
2025-10-01,1681,668,Hugo Romano,Regular,Email,19,Cutting Board,Home,1,53.71,0,53.71,0
2025-10-01,1681,668,Hugo Romano,Regular,Email,12,Bluetooth Speaker,Electronics,3,98.02,0,294.06,0
2025-10-01,1682,700,Owen Cohen,Champion,Social,13,Webcam,Electronics,2,64,0,128,1
2025-10-01,1682,700,Owen Cohen,Champion,Social,1,Crew Tee,Apparel,2,53.87,0,107.74,0
2025-10-01,1682,700,Owen Cohen,Champion,Social,39,RC Car,Toys,1,33.63,5,31.95,0
2025-10-01,1683,729,Casey Ahmed,Regular,Social,12,Bluetooth Speaker,Electronics,1,98.02,25,73.52,0
2025-10-01,1683,729,Casey Ahmed,Regular,Social,40,Art Kit,Toys,1,53.64,15,45.59,0
2025-10-01,1684,764,Jordan Flynn,Loyal,Referral,14,Power Bank,Electronics,3,64.37,0,193.11,0
2025-10-01,1684,764,Jordan Flynn,Loyal,Referral,29,Yoga Mat,Sports,1,24.63,5,23.4,0
2025-10-01,1684,764,Jordan Flynn,Loyal,Referral,12,Bluetooth Speaker,Electronics,1,98.02,0,98.02,0
2025-10-01,1685,799,Lila Brooks,Loyal,Referral,6,Beanie,Apparel,1,30.7,0,30.7,0
2025-10-01,1685,799,Lila Brooks,Loyal,Referral,20,Towel Set,Home,3,19.75,0,59.25,0
2025-10-01,1686,813,Nora Hassan,Loyal,Referral,29,Yoga Mat,Sports,1,24.63,10,22.17,0
2025-10-01,1687,874,Avery Marsh,Loyal,Referral,21,Storage Bin,Home,1,28.6,0,28.6,0
2025-10-01,1687,874,Avery Marsh,Loyal,Referral,22,Scented Candle,Home,2,18.98,5,36.06,0
2025-10-01,1687,874,Avery Marsh,Loyal,Referral,31,Resistance Bands,Sports,2,65.69,10,118.24,0
2025-10-01,1688,878,Noel Marsh,Loyal,Direct,32,Foam Roller,Sports,1,65.98,0,65.98,0
2025-10-01,1688,878,Noel Marsh,Loyal,Direct,13,Webcam,Electronics,1,64,0,64,0
2025-10-01,1689,915,Riley Park,Champion,Referral,6,Beanie,Apparel,1,30.7,15,26.1,0
2025-10-01,1689,915,Riley Park,Champion,Referral,18,LED Lamp,Home,2,50.85,15,86.45,1
2025-10-02,1690,15,Ezra Bauer,Loyal,Direct,27,Hand Cream,Beauty,1,18.43,5,17.51,1
2025-10-02,1691,26,Maya Reid,Regular,Paid Search,18,LED Lamp,Home,1,50.85,0,50.85,0
2025-10-02,1692,36,Iris Park,Champion,Organic,9,Wireless Earbuds,Electronics,1,94.29,0,94.29,0
2025-10-02,1692,36,Iris Park,Champion,Organic,11,Phone Case,Electronics,1,22.01,5,20.91,0
2025-10-02,1692,36,Iris Park,Champion,Organic,4,Joggers,Apparel,2,42.18,5,80.14,0
2025-10-02,1692,36,Iris Park,Champion,Organic,5,Socks 3-Pack,Apparel,1,65.81,0,65.81,0
2025-10-02,1693,110,Tessa Yamada,Loyal,Social,36,Puzzle 500pc,Toys,1,44.86,5,42.62,0
2025-10-02,1693,110,Tessa Yamada,Loyal,Social,27,Hand Cream,Beauty,1,18.43,0,18.43,0
2025-10-02,1693,110,Tessa Yamada,Loyal,Social,28,SPF 50 Lotion,Beauty,1,34.44,5,32.72,0
2025-10-02,1694,191,Tessa Ibarra,Loyal,Paid Search,34,Running Belt,Sports,3,29.4,10,79.38,0
2025-10-02,1694,191,Tessa Ibarra,Loyal,Paid Search,3,Denim Jacket,Apparel,1,65.95,10,59.36,0
2025-10-02,1694,191,Tessa Ibarra,Loyal,Paid Search,8,Chino Pants,Apparel,1,64.72,0,64.72,0
2025-10-02,1694,191,Tessa Ibarra,Loyal,Paid Search,39,RC Car,Toys,1,33.63,0,33.63,1
2025-10-02,1695,193,Nora Cohen,Loyal,Paid Search,25,Sheet Mask,Beauty,1,8.59,5,8.16,0
2025-10-02,1696,266,Wren Ahmed,Regular,Direct,4,Joggers,Apparel,1,42.18,20,33.74,0
2025-10-02,1696,266,Wren Ahmed,Regular,Direct,6,Beanie,Apparel,1,30.7,10,27.63,0
2025-10-02,1697,274,Drew Flynn,Loyal,Email,17,Ceramic Mug,Home,1,54.95,20,43.96,0
2025-10-02,1698,293,Tessa Novak,Loyal,Direct,38,Board Game,Toys,2,37.99,10,68.38,0
2025-10-02,1699,300,Quinn Sullivan,Regular,Referral,34,Running Belt,Sports,1,29.4,0,29.4,0
2025-10-02,1699,300,Quinn Sullivan,Regular,Referral,37,Plush Bear,Toys,1,15.95,0,15.95,1
2025-10-02,1700,384,Devon Brooks,New,Email,27,Hand Cream,Beauty,2,18.43,20,29.49,0
2025-10-02,1701,428,Quinn Diaz,Champion,Paid Search,26,Shampoo Bar,Beauty,1,33.06,0,33.06,0
2025-10-02,1701,428,Quinn Diaz,Champion,Paid Search,33,Jump Rope,Sports,1,33.41,0,33.41,0
2025-10-02,1702,436,Ivy Flynn,Champion,Organic,13,Webcam,Electronics,2,64,10,115.2,0
2025-10-02,1702,436,Ivy Flynn,Champion,Organic,34,Running Belt,Sports,2,29.4,0,58.8,0
2025-10-02,1703,541,Taylor Novak,Regular,Direct,16,Throw Pillow,Home,1,19.11,0,19.11,0
2025-10-02,1704,579,Lila Novak,Regular,Social,11,Phone Case,Electronics,1,22.01,15,18.71,0
2025-10-02,1705,583,Lila Diaz,Loyal,Direct,26,Shampoo Bar,Beauty,1,33.06,0,33.06,0
2025-10-02,1705,583,Lila Diaz,Loyal,Direct,28,SPF 50 Lotion,Beauty,1,34.44,5,32.72,1
2025-10-02,1705,583,Lila Diaz,Loyal,Direct,22,Scented Candle,Home,2,18.98,0,37.96,0
2025-10-02,1706,591,Noel Petrov,Regular,Email,30,Water Bottle,Sports,1,46.55,20,37.24,0
2025-10-02,1706,591,Noel Petrov,Regular,Email,35,Building Blocks,Toys,1,32.84,10,29.56,0
2025-10-02,1707,700,Owen Cohen,Champion,Social,17,Ceramic Mug,Home,1,54.95,5,52.2,0
2025-10-02,1707,700,Owen Cohen,Champion,Social,1,Crew Tee,Apparel,1,53.87,10,48.48,0
2025-10-02,1708,775,Nora Patel,Champion,Paid Search,9,Wireless Earbuds,Electronics,1,94.29,0,94.29,1
2025-10-02,1708,775,Nora Patel,Champion,Paid Search,2,Hoodie,Apparel,1,19.91,10,17.92,0
2025-10-02,1709,874,Avery Marsh,Loyal,Referral,15,Smart Plug,Electronics,1,110.18,10,99.16,0
2025-10-02,1710,883,Maya Yamada,Regular,Paid Search,19,Cutting Board,Home,1,53.71,0,53.71,0
2025-10-02,1711,921,Sasha Kowalski,Regular,Organic,2,Hoodie,Apparel,1,19.91,15,16.92,0
2025-10-02,1711,921,Sasha Kowalski,Regular,Organic,6,Beanie,Apparel,2,30.7,25,46.05,0
2025-10-02,1712,986,Hugo Sullivan,Loyal,Referral,36,Puzzle 500pc,Toys,1,44.86,0,44.86,0
2025-10-02,1712,986,Hugo Sullivan,Loyal,Referral,14,Power Bank,Electronics,2,64.37,0,128.74,0
2025-10-03,1713,36,Iris Park,Champion,Organic,34,Running Belt,Sports,2,29.4,25,44.1,0
2025-10-03,1714,50,Drew Brooks,Champion,Email,34,Running Belt,Sports,3,29.4,0,88.2,0
2025-10-03,1715,121,Kai Nguyen,Loyal,Direct,39,RC Car,Toys,1,33.63,0,33.63,0
2025-10-03,1716,202,Jamie Sullivan,New,Organic,38,Board Game,Toys,2,37.99,0,75.98,0
2025-10-03,1717,218,Taylor Patel,Champion,Paid Search,2,Hoodie,Apparel,1,19.91,5,18.91,0
2025-10-03,1717,218,Taylor Patel,Champion,Paid Search,10,USB-C Cable,Electronics,1,117.18,0,117.18,0
2025-10-03,1718,233,Wren Carter,New,Referral,32,Foam Roller,Sports,1,65.98,15,56.08,0
2025-10-03,1718,233,Wren Carter,New,Referral,20,Towel Set,Home,1,19.75,10,17.78,0
2025-10-03,1719,295,Priya Diaz,Champion,Paid Search,16,Throw Pillow,Home,1,19.11,0,19.11,0
2025-10-03,1719,295,Priya Diaz,Champion,Paid Search,7,Rain Shell,Apparel,1,23.29,5,22.13,0
